Année;Mois;Jour;CPAM;Age;Sexe;Mode;Verbatim
2023;12;1;251;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;tjrs pas de rembourssements de frais dentaire de 400euros cconcernant mon fils Tom depuis le 4 octobre je ne comprend pas.ca devient urgent merci et faites vite le necessaire je vis seule avec mon fils c tres difficile.
2023;12;1;261;28;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Il faut envoyer 5 pièces justificatives pour un changement qui peut normalement se faire via votre site internet... incompréhensible !
2023;12;1;271;58;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis VDI et je ne connais pas mes heures travaillées et mes employeurs non plus. Je vais chez clients, je vais fait mes démos et ça peut durer 2h comme 5h, ça dépends des clients et je fais les démarchages téléphoniques après chez moi.
2023;12;1;291;59;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je n'ai toujours pas eu de réponse du service concerné...?
2023;12;1;311;57;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;bonjour je ne travailles plus depuis le 21/11/2023
2023;12;1;311;44;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La réponse est fausse
2023;12;1;311;72;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;À ce jour (01/12/2023) le paiement n'a toujours pas été effectué 
2023;12;1;311;55;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;et un de plus .................................
2023;12;1;311;65;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;N'a pas répondu à ma demande concernant l'envoi du document par mail
2023;12;1;311;47;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;L'erreur provient du professionnel de santé ou de l'assurance maladie mais c'est au patient de ce débrouillé pour rectifier l'erreur !
2023;12;1;311;33;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Ça ne m'aide pas
2023;12;1;331;42;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai déjà envoyé les bulletins de salaire en question. Par recommandé. DEUX FOIS. Vous en avez accusé réception 
2023;12;1;342;74;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;j'ai la preuve que j'ai bien commandé une nouvelle carte vitale le 22.09.23 j'ai un récapitulatif de ma demande en fichier téléchargé
2023;12;1;342;50;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne comprends pas qu'il soit impossible de me donner les indemnités journalières de 2010. Pourquoi ne pas les laisser sur le site dans ce cas ? 
2023;12;1;342;29;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La réponse est bonne, mais la partie sur ameliBot est fausse et condescendante. J'ai bien interrogé le robot au préalable.
2023;12;1;342;50;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;il n'est pas normal qu'une administration tel que la vôtre ne soit pas en mesure de me fournir mes IJ pour l'année 2015 pour une question de bases !!!!
2023;12;1;351;51;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour les 2 autres dossiers étaient rattachés au 1er, donc vous les avez eu en même temps que le dossier épicondylite côté droit, vous me demandez de renvoyer par mail mais je ne trouve pas pour joindre un fichier.
2023;12;1;381;40;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Envoyer un courrier en 2023 = aberrant
2023;12;1;381;48;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai été mal informé par téléphone, j'ai engagé des soins qu'on m'a confirmé remboursable à 100% car en rapport avec mon diabète et une fois les soins effectués, on me confirme par écrit que ces soins ne sont pas pris en charge. Inadmissible!
2023;12;1;411;80;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai eu 2 réponses différentes !!!!!!!!!!!!!!!!!!!!
2023;12;1;422;58;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Impossible d'avoir ce numéro même au 3646
2023;12;1;451;60;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;vous avez perdu mes documents, vos services ne sont pas coordonnés et moi je dois en subir les conséquences
2023;12;1;461;32;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai pourtant bien tout déposé dans la boîte aux lettres moi-même. Je n'ai pas de copie de l'ordonnance et ne vois plus le médecin qui me l'avait faite et qui exerce à Montauban.
2023;12;1;461;57;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La réponse est partielle: Le médecin actuel: Doc CHABBERT n'est pas mon médecin remplaçant mais médecin traitant.
2023;12;1;542;36;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J¿appelle on me dit d¿envoyer un message directement sur ameli.fR et voilà votre réponse 
2023;12;1;551;67;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;ils manque des reponses a mes questions l annee forfaitaire c est du 1 jan au 31 dec .. l acte de l infirmiere est 0.50 par tube preleves 4 tubes 4 recherches 4 fois 0.50 merci
2023;12;1;561;44;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"	La réponse n'est pas adaptée à ma question"
2023;12;1;561;44;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne peux pas répondre directement à ce message. Je vous ai fait parvenir par courrier mes bulletins de paie de juin, juillet et août il y a plusieurs semaines. C'est honteux.... 
2023;12;1;561;18;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;déçue
2023;12;1;571;39;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Impossible de répondre à un email reçu
2023;12;1;595;37;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai  eu une coupure d'assurance maladue de mai 2023 à septembre 2023 mais avant ça, j'étais en droits à la sécurité sociale et j'ai besoin d'une attestation.
2023;12;1;599;50;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;bonjour,  a ce jour (01/12/2023) je ne sais plus si j'ai tout envoyé au niveau de mes bulletins de salaire.
2023;12;1;601;47;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne peux pas envoyer de message
2023;12;1;623;46;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Documents poster fiches de paie et feuilles de revenus compléter le jour même de la réception déposer rue Descartes appelle ce jour et Documents non fournis ?
2023;12;1;624;56;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;bonjour le relevé du 24/11/2023 n'apparait pas dans la rubrique mes paiements pourquoi ? 
2023;12;1;624;78;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Merci de m¿envoyer votre IBAN pour que je puisse vous régler la somme due 
2023;12;1;631;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;dans tous les services, il existe des archives papier.
2023;12;1;631;44;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je trouve dommage, à l'époque de la dématérialisation, qu'il ne soit pas possible de faire sa déclaration en ligne ou que vous puissiez activer, à distance, cette fonctionnalité.
2023;12;1;651;86;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis très déçue du service d'Ameli qui me donne l'autorisation d'emporter mes médicament a l'étranger lorsque je suis presque revenue de mon séjour .C'est décevant !
2023;12;1;661;44;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La première partie de ma question a bien été comprise et répondu cependant j¿ai fait tout ça et malgré tout je n¿ai jamais eu le volet 3 justement pour le remboursement des frais de transport , et concernant la deuxième question oubliette ?
2023;12;1;682;67;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je constate que les personnes répondant à ma requête ne sont pas à jour des informations nécessaires afin de traiter ma demande.
2023;12;1;682;47;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pas de réponse apportée alors que mon problème dure depuis ees mois et délais de traitement très long !!!
2023;12;1;691;42;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La réponse est incomplète, cela n'explique pas pourquoi les indemnités ont été versées avant le mi-temps thérapeutique alors que les dates sont avant. Par ailleurs, l'accident de travail est regle à partir du 18/10 alors qu'il débute le 17/10. 
2023;12;1;691;80;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je n¿ai pas reçu le document cité 
2023;12;1;691;50;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je n'ai pas le justificatif de la MAJ
2023;12;1;691;77;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne comprend pas qu'il faut attendre 10 jours pour recevoir un décompte de prestation alors que par messagerie c'est immédiat ??? J'attend ce décompte pour mon remboursement mutuelle cela me fait vraiment défaut cordialement
2023;12;1;691;69;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Vous ne repondez pas à ma demande ,je n'ai toujours pas de medecin traitant et je pense que cette situation va  etre malheureuse definitive.
2023;12;1;711;50;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je n'ai pas eu de réponse à une de mes questions
2023;12;1;731;44;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On ne peut pas envoyer de simples documents à notre caisse par mail. C'est fou en 2023! À l'heure de l'écologie.. 
2023;12;1;731;28;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;la réponse n'est pas exacte
2023;12;1;731;42;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pardon c'est de ma faute je ne suis pas allé chez le médecin le 09/11 ms le 07  ms de votre part pas de remboursement.... 
2023;12;1;741;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On redit à mon conjoint de se connecter via son compte Ameli mais il n¿existe plus et donc ne peut plus ! C¿est incroyable donc pas de solution ! 
2023;12;1;751;38;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;L¿intervenant n¿a visiblement pas compris la situation et a réagi de manière imprudente.
2023;12;1;751;51;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Si vous aviez lu mon message attentivement,vous auriez vu que mon fils est décédé 4 j après sa naissance.Vos félicitations étaient mal placées.Dans ce temps difficile vous pouvez peut-être tenter de m'aider au lieu d'envoyer une réponse prêt à porter
2023;12;1;751;61;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J''ai envoyé le 19 septembre les bulletins demandés par le biais d'un courrier du 7 septembre (reçu le 15 septembre !).
2023;12;1;756;54;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour j ai transmis les données demandées par votre plateforme ce qui est censé prendre 3 semaines pour en avoir une nouvelle. Au vue de ma pathologie il me faut une carte vitale le plus rapidement possible. Je ne comprends pas cette réponse. Merci
2023;12;1;756;73;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"merci de votre réponse mais je m'étonne que le décompte ait été modifié  la mention ""réglé au praticien docteur Lebois"" a été supprimée  et  le -1 e est prélevé  2 fois : sur la consultation et sur une ligne après .. "
2023;12;1;756;55;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je demande à ce qu'on modifie mon rib car la CNMSS ne prend pas en compte la mobilité bancaire. Je n'ai pu modifier mes coordonnées bancaires sur le site pour cause de prroblème. La CNMSS ne veut pas changer mon rib et me renvoie à d'autres démarches
2023;12;1;771;43;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;1 VRAI GALERE POUR POUVOIR OBTENIR 1 RDV AVEC MEDECIN CONSEIL......EST-CE POUR POUSSER LES USAGERS A LAISSE TOMBER LEURS DEMARCHES DE SANTE?
2023;12;1;771;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je constate que ma pension est aussi ecrétée en novembre 2023 en dépit  de ce que vous semblez indiquer dans votre reponse
2023;12;1;771;51;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;réponse a coté de la plaque déjà nous n avons jamais habité dans le 75
2023;12;1;781;63;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;vous vous contentez de réponse automatique. C'est bien dommage et je ne vous souhaite pas d'être dans notre situation pour que vous compreniez qu'il faudrait peut-être prévoir d'autre situation qui ne sont pas sur les listes. Tout ceci est bien trist
2023;12;1;781;59;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Merci d'avoir répondu à la 1ère question sur les frais de déplacement, mais je n'ai pas eu de réponse à la 2ème à savoir qu'étant en Hospitalisation à Domicile pour une récidive de mon cancer, si il vous était possible de vous déplacer à mon domicile
2023;12;1;781;55;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je ne peux pas vous répondre ?
2023;12;1;781;48;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;le délai de traitement est énorme.Vous avez l'ensemble des documents (factures hospitalisation, ticket de caisse du médicament) frais de taxi. il y a justement à donner l'ordre à la banque
2023;12;1;781;48;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis au chômage et le conseillé pôle emploi m'a indiqué que j'allais être payé par vos services
2023;12;1;781;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je reçois toujours la même réponse à mes messsages portant sur ce problème (dates : 3/11, 14/11, 20 et 30/11). Je ne comprends pas pourquoi aucune correction est apportée depuis que mon email est transféré au service compétent depuis 1mois env. 
2023;12;1;791;67;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Il est inadmissible de ne pouvoir transmettre les pièces manquantes que vous n'avez pas trouvées dans le premier courrier par voie informatique . Il faut donc trouver une imprimante pour le faire et espérer que les pièces envoyées ne se perdrons pas
2023;12;1;831;34;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai envoyé ma feuille de soin par courrier comme demandé et je n'ai pas été remboursées
2023;12;1;851;64;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;ça ne fonctionne pas !!
2023;12;1;871;76;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je vois qu'il ne faut pas être malade.je trouve abuser de retenir 111,50 euros dans le même mois.il faut vivre à coté.de ça.
2023;12;1;881;19;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bon nombre de transports n'ont pas été pris en charge à 100%, comment cela se fait il ? Puis je être remboursée s'il vous plait ?
2023;12;1;891;58;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;combien de temps cela va prendre pour obtenir ce que je demande ? l'organisme CPMS a fait le nécessaire , mais aucune réponse ni annotation de votre part ! 
2023;12;1;911;53;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Après avoir effectué les démarches demandées, je viens de recevoir un refus d'indemnisation pour motif de dépôt hors délai alors que justement, j'ai demandé le duplicata exigé. Posté le lendemain.
2023;12;1;911;53;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;la réponse ne correspond pas à la demande 
2023;12;1;921;51;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour, nous sommes le 1er décembre et toujours pas de réponse. Mon mail a t'il bien été envoyé au service invalidité. Bien cordialement 
2023;12;1;921;24;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;C'est impossible de ne pas être encore remboursé, je l'ai renvoyé par courrier à la CPAM de Nanterre il y a plus de 2 semaines !!
2023;12;1;931;54;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;ce message est destiné à mon employeur madame rydlicki 
2023;12;1;931;26;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je n'ai pas été prévenu que vous m'avez enlever du dispositif alors que ma maladie est éligible !
2023;12;1;931;60;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je souhaiterais faire une relance mais cela ne semble pas possible j'ignore qui gère ma demande qui est le service compétent et ou puis-je obtenir des informations 
2023;12;1;931;52;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On m'a répondu la même réponse sans se donner au travail de transmettre ma question au service invalidité. 
2023;12;1;939;47;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Le changement a été fait il y a un an... C est INADMISSIBLE de devoir le refaire car vous l avez changé sans accord... Cette reponse est inaceptable
2023;12;1;941;85;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je veux savoir si vous avez reçu le courrier que je vous ai adressé le mercredi 8.11  C'est celui ci qui contient les Demandes d'accord préalable pour la convocation du 6.11 à l'IGR et à l'IRM Antony, la consult du cardio 09 11 Massy+ CHIR 17.11 IGR
2023;12;1;951;52;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On se moque de moi en ne comprenant rien à mes mails et en répondant toujours la même chose.
2023;12;1;951;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;j'aurais su je n'aurais pas changer mon adresse postale, pouvez vous annuler ma demande de changement d'adresse.
2023;12;1;951;55;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je constate qu'une fois de plus la CPAM a perdu ma feuille de soin ! j'ai payé un timbre en suivi, je dois me rapprocher du professionnel pour un duplicat, faire un nouvel envoi : qui dit que celui ci ne sera pas de nouveau perdu ? Cdlt.
2023;12;1;971;41;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Ca fait déjà depuis Septembre que j'attends je ne suis pas a 2 semaines près....
2023;12;2;51;66;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;j'ai reçu le relevé de décembre 2022, mais les soins dentaires du 16 décembre n'y figurent pas. j'ai eu  un remboursement sur mon compte bancaire  de 16.10 euros . je vous remercie de faire parvenir le relevé .
2023;12;2;121;35;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis toujours en attente d'une réponse de votre part. Cela fait plus de 2 mois que je suis arrêtée et sans revenus. Cela devient urgent de prendre en compte mon dossier. Merci de faire le nécessaire au plus vite svp
2023;12;2;131;61;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne comprends pas pourquoi je dois m'empétrer dans des démarches complexes auprès de l'insee. il s'agit vraisemblablement d'une erreur  de transmission et non d'un enregistrement incorrect.
2023;12;2;141;19;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;impossible d optenir une réponse sencée
2023;12;2;221;41;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour (31 800 ¤) Je ne sais pas a partir de quels eléments vous avez pu trouver ce montant car nous n'avons jamais touché autant sur les 12 derniers mois. je vous invites à récupérer nos ressources aupres de la CAF et de réétudier notre demande Cdt
2023;12;2;301;41;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je ne suis pas d'accord avec la réponse car j'ai effectué deux paiement de 350¤ chez l'orthodontiste (le 21/11/2022 et le 20/05/2023) et seulement celui du 20/05/2023 un m'a été remboursé. Donc où est passé celui du 21/11/2022 ?
2023;12;2;331;81;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;QUE FAIRE LORSQUE L'APPAREIL DE TELETRANSMISSIO NE FONCTIONNE PAS CHEZ LE MEDECIN ?? SI VOUS AVEZ UNE SOLUTATION DITES LE, JE SUPPOSE QUE TOUT LE MONDE N'EST PAS A LA MEME ENSEIGNE, SI VOUS VOYEZ CE QUE JE VEUX DIRE !!!!!!!!
2023;12;2;342;66;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Etonnante réponse ! Cela fait deux années que j'exerce dans l'Hérault et pendant ces deux années, j'ai été rattaché à la CPAM du Gard !!
2023;12;2;361;57;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je n'ai pas pu avoir ce que je demandé
2023;12;2;422;55;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Jamais eu de réponse 
2023;12;2;451;37;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Erreur médicale et administrative venant de certainement vos employés à l agence de Gien piannotant sur nos comptes ameli sans qu on y voit ce qui est fait pas fait ou mal fait bien concernant un dossier médical service invalidé non classique cdt
2023;12;2;451;37;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Documents originaux non reçus non envoyé par courrier postaux situation handicapée et SDF 
2023;12;2;461;49;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pour informations vous venez de me rembourser les soins du 27/11/2023 et cela sans la feuille de soin marron ! Donc pourquoi je ne voie toujours pas le remboursement de soin du 25/09/2023 ? Alors le problème viens bien de chez vous !
2023;12;2;561;68;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;mon pharmacien refuse, me dit que çà n'est pas la procédure 
2023;12;2;601;46;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Aucune réponse à mon message !!!!
2023;12;2;611;69;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;l e ps ne fait rien ,malgré x relances , et bien que je vous ai envoyé la prescription de mon médecin traitant
2023;12;2;673;65;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Quelqu'un de vos services avait dit qu'on me rappelerait. Or, personne ne m'a contactée !
2023;12;2;673;32;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai suivi les réponses à ma question or ma démarche n'a pas été prise en compte
2023;12;2;691;19;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On m'indique que je n'ai de carte vitale, alors que j'en ai une !
2023;12;2;731;40;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis au 4ème mail je n'ai pas les mêmes réponses de plus le documents demandés par mail ont été transmis à ma caisse et ensuite m'ont été renvoyés par courrier. Je vais refaire un mail pour faire le récapitulatif de mes démarches
2023;12;2;741;57;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;n'étant pas renseigné, je n'utilise pas le transport. trop onéreux pour moi....
2023;12;2;751;59;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Sauf erreur de ma part, et à moins de me préciser où le trouver, je n'ai toujours pas reçu le document requis - que j'étais censée recevoir via mon compte Ameli, dans un délai de 48h à 72h.
2023;12;2;751;63;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour, je n¿arrive plus à faire comme vous dites dans le démarche .. il me rejetait ¿ par contre je vous ai envoyé les  copies :
2023;12;2;751;53;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pourquoi on m¿a prévenu tout de suite que c¿était pas la bonne l¿attestation mais qu¿il faut changer ¿.et si j¿ai pas fait la réclamation de ne pas encore reçu mes indemnités que c¿est il passé ??????
2023;12;2;751;53;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pourquoi vous ne me prévenez tout de suite après avoir reçu l¿attestation ¿vous attendez qu¿on Fasse une réclamation ? ..et si j¿ai pas fait ..que c¿est il passé .??????
2023;12;2;756;31;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;C'est n'importe quoi je suis affilié à la sécurité sociale point à la ligne,
2023;12;2;756;77;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;un peu déçue ,dois je m'adresser à ma mutuelle ?
2023;12;2;764;78;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;afin de remplacer ma carte VITALE  qui ne fonctionne plus ............  ca       relève de l explois   ............????
2023;12;2;764;38;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour la démarche indiquée ne fonctionne pas je suis bloqué pour changer mon rib sur « coordonnées bancaires »
2023;12;2;771;63;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"il y a une erreur de date sur le document et j'en ai besoin en urgence. ""... accordée à partir du 03/04/2018 et JUSQU'AU 04/04/??? IL me faut une date de fin avec la bonne année. merci. C'est très urgent"
2023;12;2;781;53;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Important d'avoir un échange par mail avec documents attachés au lieu de devoir envoyer tout par courrier 
2023;12;2;831;72;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6; Réclamation de non paiements carsat sud est depuis avril 2023 
2023;12;2;921;24;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Vous perdez toujours les feuilles de soins ! C'est la 3 eme fois en 1 an
2023;12;2;921;24;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;2 mois pour traiter une demande de remboursement d'une consultation médicale, c'est énorme, les délais ont bien changé !!
2023;12;2;931;28;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"Aucun suivi n'est assuré dans ce service, on se demande comment ce gouvernement ""gère"" la CAF..."
2023;12;2;931;74;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;j'ai transmis le 19.10.2023 le reçu de la FSE avec une lettre de réclamation .Sans réponse à ce jour. merci de bien vouloir faire solutionner ce problème rapidement qui en soit n'est pas très compliqué.
